,0
20,"Job no: 53850962
Brand: Australia Post
Categories: Corporate Services
Work type: Permanent Full Time
State: VIC
Location: Melbourne

Our business is evolving, and this is your chance to add value to our changing landscape!
At Australia Post, we help communities to thrive. Our ambition for the Post Office is to be a leading-edge marketplace that connects Australians with the world. We are more than just Australia Post; we are The People’s Post Office.
Payroll Operations is in a continual state of change due to legislation and policy updates. The continual changes result in the management of those aspects of change on a consistent basis to the point where the impacted processes and systems are realigned.
The position is responsible for the coordination and production of highly sensitive outputs such as payroll relevant reports relevant for EBA negotiations, restructures and the continual BAU requests for payroll reports across all business functions. The position is also responsible for oversight of the hygiene of the information in our SAP HR/ Payroll system.
What you`ll do -
The position is in Payroll Operations which is made up of several teams including Payroll Services, HR & Payroll Administration, Time & Attendance, Organisational Management and Reporting. Payroll Operations provides a range of transactional and administrative services for the Australia Post Group and our external business customers.
The position works closely with the Payroll Operations Team, middle to upper level managers, P&C COE teams and their leaders, the Senior Application Controllers as well as stakeholders across the business to ensure timely, accurate and complete data reporting requirements and analysis and understand the appropriate legislative and policy changes.
Responsibilities –
Manage requests via the reporting inbox, ServiceNow and directly from our stakeholders.
Create bespoke payroll, organisational and time data reports via reporting tools, including Spinifex and others. Some highly sensitive in nature.
Manage high demand stakeholders and provide solutions to their requests into high level simplified formats.
Extract and analyse workforce data and prepare reports, with supporting commentary.
Provide data, metrics and analysis responding to ad-hoc requests from authorised business areas and initiatives.
Proactive management of the cleanliness of information in our HR systems by reporting on the data and leveraging on the rest of the payroll operations team to remediate any shortfalls in the data.
Work with the Payroll Operations team to automate or simplify existing data reporting and gathering requirements through the use of a number of platforms and programs.
Run with the compliance program of works that the Payroll Operations leadership team define each year
Develop and maintain strong relationships with the business to inspire and deliver the commercial value proposition of data
Proactively collaborate with internal teams to workshop solutions for business problems
Analyse large, multi-dimensional datasets, identifying actionable insights and recommendations
Define, develop, and communicate information and data classification standards to promote consistent data practices
What we are looking for -
Essential to this role is the attention to detail and advanced analytical skills, as well as a strong knowledge of Payroll.
Experience in SAP and using Spinifex will be highly regarded.
You will also have experience in the use of workforce reporting tools including advanced MS Excel features to provide quality artefacts.
The role requires the applicant to be organised and able to work collaboratively in a fast-paced environment to ensure SLA’s area always met.
For us, an engaging, enjoyable workplace is the foundation for great work, which is why your attitude and your passion, is just as important to us as your experience. We offer competitive salary in an equal opportunity workforce. We encourage applications from people of all ages, including indigenous Australian’s and those with a disability.
Want to be part of our diverse and transforming business? You could play a key role in our future as we continue to connect all Australians, support businesses and communities and evolve our products and services. To register your interest with our careers team, click on ‘’ button and submit your resume!
Advertised: 20 May 2022 AUS Eastern Standard Time
Applications close: 30 May 2022 AUS Eastern Standard Time"
21,"Job Description:
DXC Technology (NYSE:DXC) - where brilliant people embrace change and seize opportunities to advance their careers and amplify customer success. People are the heart of our business. We support each other and work as a team, globally and locally to deliver excellence for our customers and colleagues. We use the power of technology to deliver mission critical IT services that move the world. DXC.com
DXC Consulting guides organisations on their digital transformation. We understand that success on your digital journey requires depth of expertise in multiple areas as well as a holistic delivery approach. We have the technology independence, global talent and extensive partner alliance to help you get there.
Do you want to play a pivotal role in the transformational journey for a mining client? DXC Consulting has an excellent opening for an Agile Business Analyst to be based in Perth
What you will do:
Act as the liaison between IT and the business; identify initiatives through business requirements and evolving business capabilities; contribute to business strategy
Translate business requirements into IT requirements
Facilitate workshops in person and remotely
Collaborate with data mining operations, design, and architecture resources for the operational reporting and analytics, with operational metrics (KPIs) related to site processing
Act as Agile Business Analyst throughout project life cycles - support DevOps, Artefacts and project close out
What you will bring to the role:
A minimum of 5 years + experience in a Business Analyst role
SAFe Scaled Agile working knowledge and familiarity with the framework
End-to-end mining domain experience
Capabilities in Operational Data Platform deployments highly regarded
Working knowledge of collaboration tools such as MIRO & MS Teams
Excellent communicator able to cultivate working relationships at all levels of business
Awareness of Scrum and Kanban
Exposure to projects using MS Azure and IoT
Ability to work across hybrid deliver models (Waterfall and Agile)
Willing to travel to site (if and when required as a hybrid mix of working from home and the office is in place)
Our culture and benefits
DXC is committed to building better futures for our customers, colleagues, environment, and communities. We take care of each other and foster a culture of inclusion, belonging and corporate citizenship. We put this to action developing and implementing societal initiatives within our Social Impact Practice . #WeAreDXC
Our “people first” philosophy means we offer competitive remuneration, benefits, training and career opportunities that reflect our commitment to improving the lives of our employees, and the communities in which we live and work.
We are an Equal Opportunity Employer
DXC is proud to be an equal opportunity employer and we welcome submissions from people from all walks of life. We celebrate our diversity and recognize it is the unique contributions of our people that give us our edge. We stand by the ‘bring your whole-self to work’ philosophy. It is our inclusive culture that powers our results, and our company grows only if our people grow.
For more information, visit Consulting (dxc.com)"
22,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity
We are seeking Technical Business Analysts at multiple levels to join our EY Data and Analytics team ideally in our Melbourne and Sydney office but can also be based in any of the major Australian cities. Working with a high profile, blue chip client this role is offered on a flexible, full-time basis.

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 600 specialist employees working across multiple industry sectors.

We implement information-driven strategies and systems that help grow, optimize and protect client organizations.

We go beyond strategy and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business analysts, data scientists, big data engineers, developers and consultants in the region.

Your key responsibilities
Be a part of one of our successful delivery teams and get an opportunity to move into a more consultative role working across various data environments and helping our clients solve their business problems with data.
Be responsible for creating requirement specifications, analysing requirements, creating visual models, facilitating elicitation sessions and digging around in the data when needed.
Understand key business processes by interviewing client stakeholders and represent processes in easily digestible diagrammatic formats to visually illustrate a sequence of steps to achieve and end goal.
Identify gaps in technical flows and suggest improvements to control environments.
Have knowledge and experience of all phases of software development including requirements analysis, design, coding, testing, defect management.
Have experience in business intelligence, data warehousing or advanced analytics projects.

Skills and attributes for success
Worked in a similar role for at least 2 years with a focus on data management in a consulting environment preferred but not mandatory.
Strong relationship building and stakeholder management skills;
Excellent written and verbal communications
Strong problem-solving experience
Ability to balance and prioritise activities, with the flexibility to quickly adapt to changing business demands

Ideally, you’ll also have
Experience in engaging with both technical and non-technical stakeholders
Consulting experience and background, including engaging directly with clients
Experience in a delivery role on Business Intelligence, Data Warehousing, Big Data or analytics projects
Exceptional communication, documentation and presentation skills

What we offer
A tech career at EY means working with 40,000 fellow technologists who are creating cutting edge applications in blockchain, AI, cloud, analytics, robotics and cyber, harnessing tech to power the human enterprise and build a more equitable, sustainable world. We offer world class training and a free Tech MBA to all our people.

Globally at EY, we are committed to offer:
Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs.

The exceptional EY experience. It’s yours to build.

The preferred applicant will be subject to employment screening by EY or by their external third party provider. Regarding this role, the minimum salary is $90,000 including 10% superannuation.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today."
23,"Job ID: 587289

Job type: Full Time - Permanent

Categories: Information Technology

Who we are

Downer is the leading provider of integrated services in Australia and New Zealand. Through trusted relationships and world leading insight we work closely with our customers to design, build and sustain assets, infrastructure and facilities.

Position summary

Downer is a leading provider of end-to-end Technology and Communications service solutions and offers integrated civil construction, wireless, electrical, fibre, copper and radio network deployment capability. We now have an opportunity for a Reporting Analyst to join our Technology & Innovation team based in North Ryde, NSW.

Working with large multi-disciplinary engineering and construction teams, you will elicit true business requirements and provide reporting to the project team and business users to enable decision making. This includes creating reporting data models, supporting operational reporting requirements created by the move to MS Dynamics and current reporting processes using Azure Data Factory , Azure SQL and Power BI . You will also provide support for the services running on the Power Platform i.e. PowerApps and PowerAutomate .

ABOUT YOU

Fundamental knowledge of database systems and data modelling

Sound understanding of BI Reporting tools and working with SQL databases

Willing and able to consider the bigger picture to enhance performance and results

Big picture thinker using this to influence and drive performance results

Team player seeking to create an environment for continuous improvement

Operates across the business through open communication and engagement.

WHAT WE OFFER

Supportive manager coupled with an established team

Suite of benefits including health and wellness initiatives

Personalised career growth working with an industry leader

Competitive remuneration with on-going training and support

Career enhancing opportunity to work within an ASX limited company.

For further information please contact michelle.hargreaves3@downergroup.com

Applications will not be accepted via email, please submit your application via the online advertisement.

How to apply

To apply for this great opportunity please click the button

Closing Date: 06 Jun 2022 AUS Eastern Standard Time"
24,"Business Intelligence Reporting Analyst
PH-Calabarzon-Cainta
Description

Position Summary
The Business Intelligence Reporting Analyst is responsible for providing reporting and analytical support across the organization to enable data-driven decision-making and support strategic planning by Percepta leadership. As a key member of the Centralized Reporting Team, this position is responsible for an enterprise-wide approach to data management and reporting through business intelligence reporting initiatives. The team will create and maintain a variety of contact center operational reports, both automated and manually generated, and will be the key point of contact for operation leadership and client reporting needs.


Duties and Responsibilities


Work directly with clients and Percepta leadership to develop, design, enhance, and generate contact center reports for end users taking highly complex information and producing user-friendly reports for review by management and clients.
Continually seek to improve existing reporting processes, frequency, and distribution methods by incorporating automation techniques, initiatives, and technology trends.
Ensure the integrity and 100% accuracy of all reports distributed from the Centralized Reporting Team.
Key member of the project team responsible for designing and implementing an enterprise reporting model to include data governance guidelines
Standardize cross-departmental data definitions, KPIs, and calculations and ensure ongoing conformance to published standards
Partner with report users and the Percepta Data Warehouse team to create business requirements for new data warehouse feeds
Participate in development and UAT phases of all new reports and report enhancements
Provide organizational training for new users, training on new reports/report enhancements, and continued organizational awareness of reports availability
Develop procedures and operating instructions for all reporting processes and applications.
Provide production support through problems analysis and resolution to correct deficiencies within reporting applications.
Seek out new opportunities to evaluate data through the utilization of new technologies and tools
Actively participate in call routing discussions to identify data collection and reporting needs.
SME in terms of process and data collection for all applications utilized by the Reporting, Operations, and WFM teams.
Work on activities, projects, and requests for data extrapolation as requested by Percepta Leadership
Build skill sets and continue to develop proficiency of the department’s systems and applications ensuring Percepta remains on the cutting edge of Workforce Management within the industry that will facilitate the growth of yourself and Percepta within the industry


Education
Bachelor’s Degree / Related contact center reporting and analysis experience


Experience and Qualifications
Minimum 3 years of work experience as a contact center data and reporting analyst
Minimum 5 years of work experience in Microsoft Excel to include VBA, macros, pivot tables, and advanced functions
Experience with building reports and dashboards in PowerBI preferred
Experience with SQL, SharePoint Reporting, Access Databases
Oracle SQL Developer, MS SQL Management Studio, and MS Business Objects Experience Preferred
Must be able to draw conclusions from raw data and summarize results quickly and efficiently using logic and reasoning to identify conclusions and approaches to problems,
Technical understanding and experience with call center tools, telephony systems and contact management center systems (Avaya CMS, Aspect Workforce Management / eWFM)
Proven experience with MS office suite including Excel, Word, PowerPoint, Visio, Access
Advanced Excel (formulas, Pivot Tables, Charting/Visualizations, Reporting, and Dashboard building, and VBA)
Understand requirements to maintain an accurate data/reporting environment that meets operational needs in the contact center industry
Experience with designing reports utilizing OLAP cubes as the data source.
Excellent written and verbal communication skills, specifically an ability to communicate effectively across multiple management levels
Create a positive work environment that fosters successful team performance
Strong customer service, interpersonal and relationship-building skills
Exceptional time management skills and attention to detail
Detailed understanding of contact center metrics and relational impacts.


Other
Must be able to interact with all internal and external departments and contacts. Must represent Percepta professionally with all clients and external organizations and contacts.


Work Expectations
M-F Business hours, with occasional additional hours, if deadlines or business needs require
Must be available to work varied shifts if business needs change.


Physical and Logistical Requirements (Including equipment used)
The physical demands are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions"
25,"Salary Range: $83,013-$86,511+ Attractive Superannuation
Contact Officer: Anne Guan 0410 276 544



The Actuarial Analyst will develop projections of future government liability and evaluate policy, which helps the department make sense of quantitative data and identify trends, taking account of risks and uncertainty.

Under guidance, the Actuarial Analyst will use longitudinal data and predictive analytics, working collaboratively with the Actuarial Leads to interpret results to support evidence-based policy development and program delivery. The analyst will also leverage comprehensive, client-centric data to develop a picture of the lifetime trajectories of members, to evaluate the effectiveness of new policies/programs in improving financial, social and wellbeing outcomes.



Duties

Use longitudinal data and predictive analytics to analyse and interpret actuarial results.
Enhance and expand models to estimate future client demand.
Leverage data to develop an understanding of the lifetime trajectories of clients.
Contribute to evaluating the effectiveness of new policies in improving outcomes for veterans.
Identify specific cohorts which could benefit from early intervention to inform targeted services.
Provide technical expertise that contributes to the delivery of business and wellbeing outcomes.
Utilise machine learning and natural language processing algorithms to harness the information in DVA’s vast data stores
Support the use and maintenance of DVA's Priority Investment Approach – Veterans (PIA-V) evidence-based platform.
Support the development of the Wellbeing Framework to assess whole-of-life outcomes.
Develop interactive dashboards using Tableau.
Support ongoing enhancements to the PIA-V projections (e.g. new modules).
Support the expansion of the PIA-V longitudinal strategic dataset to include new variables.
Support the streamlining of the data extraction process to enable the provision of reliable data.
Support data linking activities to build a more complete picture of the veteran experience.
Contribute to the quality, efficiency and effectiveness of actuarial analysis services.

Eligibility

Applicants must be an Australian citizen to apply.
Tertiary degree with major in Actuarial Studies, Economics, Statistics, Mathematics, Finance, Econometrics, Computer Science, Nuclear Physics, Astronomy, Astrophysics, Data Science or a closely related discipline

Desirable

Proficiency in using one of the specialist software packages (SAS, R, Python or other closely related programming languages) for data analytics or modelling purposes

Notes

A merit pool will be established that may be used to fill similar positions within the next 18 months.

Successful applicants engaged into the APS will be subject to a probation period.

DVA embraces and fosters a culture that supports diversity, inclusion and respect, where people are empowered to fulfil their potential. We welcome people with diverse skills, experiences, perspectives and backgrounds. We are dedicated and committed to attracting and recruiting Aboriginal and Torres Strait Islander peoples and encourage applications from people with disability, people that identify as LGBTQIA+ and people from culturally and linguistically diverse backgrounds. Take on a rewarding, varied, and broad career with an Australian Public Service Department that can bring balance and flexibility to your working life, while supporting you to stay connected to your community.

DVA is committed to improving the data skills and capability of our workforce to underpin our goal of becoming a leading data-driven organisation.

RecruitAbility applies to this vacancy. Under the RecruitAbility scheme you will be invited to participate in further assessment activity for the vacancy if you choose to apply under the scheme; declare you have a disability; and meet the minimum requirements for the job. For more information visit: https://www.apsc.gov.au/recruitability
Applicant Information Opens in new window
Job Description Opens in new window"
26,"About JLL –
We’re JLL—a leading professional services and investment management firm specializing in real estate. We have operations in over 80 countries and a workforce of over 91,000 individuals around the world who help real estate owners, occupiers and investors achieve their business ambitions. As a global Fortune 500 company, we also have an inherent responsibility to drive sustainability and corporate social responsibility. That’s why we’re committed to our purpose to shape the future of real estate for a better world. We’re using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities.
Our core values of teamwork, ethics and excellence are also fundamental to everything we do and we’re honored to be recognized with awards for our success by organizations both globally and locally.
Creating a diverse and inclusive culture where we all feel welcomed, valued and empowered to achieve our full potential is important to who we are today and where we’re headed in the future. And we know that unique backgrounds, experiences and perspectives help us think bigger, spark innovation and succeed together.
If this job description resonates with you, we encourage you to apply even if you don’t meet all of the requirements below. We’re interested in getting to know you and what you bring to the table!
What’s your ambition? Is it a big goal or small steps? Professional or personal? We’d like to know, because we make your ambitions our business.
If you’re looking to step up your career, JLL is the perfect professional home. At JLL, you’ll have a chance to innovate with the world’s leading businesses, put that expertise into action on landmark projects, and work on game-changing real estate initiatives.

JLL is a leading professional services firm that specializes in real estate and investment management. JLL shapes the future of real estate for a better world by using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities. JLL is a Fortune 500 company with annual revenue of $16.6 billion in 2020, operations in over 80 countries and a global workforce more than 95,000 as of September 30, 2021. JLL is the brand name, and a registered trademark, of Jones Lang LaSalle Incorporated.

What this opportunity involves:
Based in JLL’s corporate office in Sydney CBD, we are seeking for a Finance Systems and Reporting Analyst.

The purpose of this role is to ensure the Finance team are leveraging all available data sets, technology and innovative practices to ensure processes are efficient and reporting is fit for purpose, insightful and current. This is achieved via the utilisation of data from finance and non-finance systems, leveraging the Finance Reporting function, and via partnering with our JLL Technology team.

At JLL, we have a wide range of career paths and opportunities available. We are seeking ambitious talent to work with us so that you can achieve your ambitions and create rewarding opportunities for yourself. Work alongside a supportive team with the opportunity for career development and continuous learning & improvement initiatives.

What this role involves:
Drive efficiencies in key finance deliverables (forecasts and budgeting) via the automation and simplification of processes and interfaces between finance Business Partners and relevant finance systems – Smart view, EPBCS (budgeting and forecast system), PeopleSoft and the finance data mart.
Work with Finance, Business representatives and IT in the development of business focused dashboards using Tableau BI and Power BI, leveraging financial and non-financial data sets from PeopleSoft, CRM, payroll and other systems.
Support with key reporting deliverables (financial and non-financial – Annual leave, LSL, Operative performance reports, Revenue tracking) and work with broader Finance Reporting team towards automation of the same.
Design, maintain and improve monthly reporting templates using IBM Planning and Analytics for Excel (PAX).
Assist in the design and implementation of best practice reporting practices including system assessment, process design, report design, implementation and stabilisation – future solution
Support ad-hoc specialised reporting and data requirements to meet operational, statutory and regulatory deliverables using SQL and the PeopleSoft Finance Data mart (Allocations, revenue, headcount, year-end provisions LSL)
Support local delivery of regional and global reporting initiatives lead by the Finance Reporting function

Sound like the job you are looking for? Before you apply it’s also worth knowing what we are looking for:
At least 5 years’ experience focusing primarily on advanced technical reporting type roles
Advanced proficiency in Excel modelling including VBA knowledge
Advanced BI tool knowledge (i.e. Cognos, Power BI, Tableau or similar)
General systems competency – ability to pick up new systems and changes quickly
Sound understanding of relational data, joins, primary keys, query logic
Ability to work autonomously, accurately, and quickly
Demonstrated ability to multi-task, manage change requests, be flexible with working hours and prioritise work with hard deadlines
High attention to detail with high volume of business
Experience with chart field finance system GL structures
Understand of basic accounting concepts such as journals and accruals are preferred but not essential

What you can expect from us:
AT JLL, we value your health and wellbeing which is why we are excited to announce a whole raft of new benefits through our WHEREFIT partnership! WHEREFIT provides you with access to exclusive corporate discounts of up to 40% off at leading fitness and wellbeing brands across Australia. With over 2,000 unique offers across gyms, activewear, studios, healthy meals, supplements, accessories, self-care and more, there is something for everyone so you can perform at your best!

JLL is committed to developing and maintaining a diverse workforce. As an organisation, we don’t just accept that we are a place of many different people, but we embrace it, we celebrate it, and we proactively support the needs that difference brings. JLL is committed to equal opportunity regardless of race, gender, age, sexual orientation or disability, and that is why, for more than a decade, we continue to rank among the World’s Most Ethical Companies.

Interested candidates, please apply following the link below quoting job reference number JPREQ206802
What you can expect from us
We succeed together and believe the best inspire the best, so we invest in supporting each other, learning together and celebrating our success.
Our Total Rewards program reflects our commitment to helping you achieve your career ambitions, recognizing your contributions, investing in your well-being and providing competitive benefits and pay.
We can’t wait to see where your ambitions take you at JLL. Apply today!"
27,"About the Business
The Know Your Customer (KYC) Stream of the Financial Crime Program is responsible for strengthening the Group’s Financial Crime Compliance capability through uplifting the Customer Risk Assessment (CRA) and Enhanced Due Diligence (ECDD) practices, amongst many other. The Stream is also delivering other 10+ other projects, themed around Customer Datasets and processes.
What will your impact be?
You are supporting the Product Owner, other business and data analysts, and the broader delivery team of the KYC Stream. You support the analysis required and the interdependencies of overlaid backlog items. And you have exposure to a range of senior stakeholders of the Program and have an influence over a handful of related Programs in the Financial Crime and Customer Lifecycle Management space.
More specifically, this role will require you to;
Elicit business requirements from business and Product Owners, build a backlog, and support prioritisation
Work with stakeholders/Product Owners to understand their needs, concerns and the environment that they operate in
Drive and/or supporting business needs modelling, analysis and impact assessment
Work collaboratively to identify business requirements for enhancements to systems and / or business processes as well as problem solve complex issues
Support business requirement and business improvement initiatives, and estimation processes
Gather, organise and synthesize large amounts of information from various sources to build insight and understand to defined business impacts, challenges, opportunities, as well as, documenting it in respective artefacts
Undertake any other tasks assigned by your manager that you have the capability to perform safely in line with relevant internal Group policies and external regulatory requirements.
See yourself in our team? We’re interested in hearing from people who have:
Extensive experience as a Business Analyst having worked within sizeable project teams delivering successful business and customer outcomes
Experience working with data management, analytics and data control, preferably with a focus on customer data and development of customer data controls
Knowledge and experience of AML/CTF regulation including KYC
Demonstrable knowledge and background in compliance and operational risk management
Understanding of risks, ability to apply these to problems to create options and justify or validate proposed solutions using Business Analysis tools
Ability to understand and develop complex concepts and communicate them effectively through oral, written and visual means
Ability to present to and interact with stakeholders at all levels, including members of Leadership Teams, and senior business and technology stakeholders in affected areas
Tertiary/post graduate level education in business management, strategy and/or finance (desirable, not essential)
The health and safety of our people, customers and communities is our number one priority. This means that we require all of our employees to be fully vaccinated against COVID-19. Please speak to us if you have any questions about this based on your individual circumstances.
If you're already part of the Commonwealth Bank Group (including Bankwest), you'll need to apply through Sidekick to submit a valid application. We’re keen to support you with the next step in your career.
We're aware of some accessibility issues on this site, particularly for screen reader users. We want to make finding your dream job as easy as possible, so if you require additional support please contact HR Direct on 1800 989 696.
Advertising End Date: 01/06/2022"
28,"Job Description
Location: Melbourne | CBD
Job type: Full time
Organisation: Department of Transport
Salary: $88,955 - $100,930
Occupation: Analyst
Reference: VG/NEW80004190
The Department of Transport brings together all transport modes to design, plan, build and operate Victoria's transport system. Our job is to further integrate the transport network and improve the delivery of services to Victorians for simpler, quicker and safer journeys that connect people and places and support Victoria's prosperity and liveability. We are excited to offer this opportunity for you to become part of the Department that delivers more choice, connections and confidence in our travel, ensuring the whole transport network works as one to deliver better services and outcomes.
Business Intelligence Analyst
Annual Salary Range: VPS4 $88,955 – $100, 930 per annum plus superannuation
Tenure: Ongoing
Employment Type: Full Time
Usual Work Location: Melbourne CBD (flexibility may be available)
About the Opportunity
The Business Intelligence Analyst sits within the Reporting & Analysis team of the Portfolio Management Office and is responsible for the development, support and maintenance of Power BI dashboards and for providing meaningful analytical insight, working with a wide range of data and reports from across the department and its agencies. The position complements the role of the Reporting Analysts to support the Portfolio Assurance branch to guide and support key stakeholders to align to the standard for project delivery reporting across the Department through the provision of quality dashboards, delivery insights, analytics and advice.
About You
Our ideal candidate will be able to demonstrate the following key skills:
Takes into account wider business context within business unit when considering options to resolve issues.
Considers data volume, variety, velocity, and veracity to establish data collection and analysis approach.
Understands and delivers against standards of quality and effectiveness applicable to own area of work.
Communicates orally in a manner that is clear fluent and holds the listeners' attention.
Works with sense of purpose within the team and enables others to understand the strategic direction of the branch and organisation.
Mandatory
Demonstrated expertise in business intelligence (Power BI) and experience using those skills to support business reporting outcomes.
Extensive experience relevant to the accountabilities and capabilities of the role ideally in project reporting and/or data analysis.
More information is available in the Position Description.
How to Apply
Applications should include a resume and a covering letter briefly addressing the Key Selection Criteria found in the position description.
Applications close 11.59pm on 27 May 2022.
For a confidential discussion regarding this opportunity, please call Paul Farrell, Manager Reporting and Analysis via email at paul.farrell@transport.vic.gov.au.


Please note: This position requires the successful employee to provide evidence of being fully vaccinated against COVID-19, or medical evidence which confirms the individual is unable to receive a dose, or a further dose, of a COVID-19 vaccine due to a medical contraindication or an acute medical illness.
Failure to comply with this condition of employment will impact your eligibility for employment in this position with DoT.
Preferred applicants may be subject to pre-employment checks. Information provided to the Department of Transport will be treated in the strictest confidence."
29,"Job Description:
The Team
The newly formed Asia Pac ESG Research Team will focus on highlighting thematic trends from a regional, sectoral and stock perspective around Environment. Social and Governance guidelines. The team aims to provide and highlight investment insights on ESG thematics. The new team will be co-headed by two senior analysts (based on Hong Kong and Sydney). This role is based in Sydney.
The Role
Assist the team in analysing macro level ESG trends to help write thematic research Help the team analyse and backtest third-party ESG data to derive historical insights Apply quantitative techniques to analyse historical trends Apply qualitative analysis to help predict future trends
The Person
3+ years working experience Interest in ESG thematic or have working knowledge A quantitative mindset Experience in working with third-party data providers such as Factset, Bloomberg, Refinitiv Strong SQL skills Strong programming skills in Python or VBA (experience in cloud computing is a plus) Ability to work independently, meticulous, organised and inquisitive.
Job Band:
H6
Shift:
Hours Per Week:
38
Weekly Schedule:
Referral Bonus Amount:
0"
