,Unnamed: 0,0
20,20,"As Novon grows our Business Consulting Practice is continuing to expand and we have another opportunity for an experienced Technical Business Analyst to join our growing on-site team.

To be a part of our expert team we are searching for Business Analysts who have a strong passion for data, problem solving, delivering high quality solutions for our customers. Your first assignment within the Novon team will be working for one of our key customers who have a high profile project to uplift their enterprise data platform from on-prem for their HR Data.

This role will include a focus and drive for data remodelling, working closely with Product Lead, Architects and Engineers to map technical design solutions.

To be successful:

Extensive Business Analysis skills in a Data environment
Experience working on large data/integration projects
Ability to document source data identify issues/inefficiencies in current state
Knowledge of data warehouse and data modelling principles and schema
Work very closely with senior stakeholders to design solutions
Who we are: Novon are a growing consultancy headquartered in Sydney. We are focused on building our expertise around Data, Integration and Business Consultancy and are technology agnostic ensuring that our customers get the best solution for their business. This is an exciting time to join the team, with many opportunities for you to develop outside of your comfort zone and help build a best in class consulting organisation.

Why work at Novon?

Interesting and diverse projects with customers such as large retail, investment and neo banks, transport, and government
Locally based projects for locally based consultants
Meritocracy – you are valued for how good you are and what you do, not your tenure
Regular check points and social events (currently remotely) and monthly team meetings
Value sharing knowledge and helping to build other skills and experience.
Help you grow both technical and consulting skills.
We live our values of Be Innovative, Be Humble, Be Yourself.
To apply to this role please click the link. For other opportunities please check out our careers page at novon.com.au"
21,21,"Initial 6 + 6 month contract to commence in July 2022 paying up to $950/day
Brisbane CBD location with some WFH flexibility

Our client, a newly formed federal government agency, are currently seeking a Business Analyst for an initial 6 + 6 month contract opportunity.

The successful candidate will have a broad range of skills who can work with internal and external stakeholders/vendors to deliver outcomes for people affected by natural disasters Australia. You will be joining a multi-talented and diverse team.

The Business Analyst will:
Conduct consultations with internal and external stakeholders and build stakeholder maps.
Facilitate workshops with key business stakeholders and subject matter experts.
Document business processes (as-is and to-be)
Initial 6 + 6 month contract to commence in July 2022 paying up to $950/day
Brisbane CBD location with some WFH flexibility

Our client, a newly formed federal government agency, are currently seeking a Business Analyst for an initial 6 + 6 month contract opportunity.

The successful candidate will have a broad range of skills who can work with internal and external stakeholders/vendors to deliver outcomes for people affected by natural disasters Australia. You will be joining a multi-talented and diverse team.

The Business Analyst will:
Conduct consultations with internal and external stakeholders and build stakeholder maps.
Facilitate workshops with key business stakeholders and subject matter experts.
Document business processes (as-is and to-be)
Provide guidance and expert advice regarding businesses process design.
Communicate and validate business processes & solutions with business leaders and the user community
Contribute to the efficient and effective analytical support for the Agency assisting it to achieve its objectives with key focus areas
Work collaboratively with the project team to provide advice and assistance on best practice approach to BI tailored to a small Agency.
Develop appropriate processes and governance for data requests, data collections, data survey, report, development, testing and publishing
Essential criteria;
Must be an Australian Citizen as the successful candidate will be required to obtain baseline security clearance
5 years + hands-on Business Analysis experience in an enterprise environment with a focus on data sharing projects.
Strong experience and understanding of business process modelling, mapping, and data modelling.
Significant experience performing requirements analysis using tools, methods and communication techniques to extract, develop, validate and document business requirements.
Excellent verbal and written communication skills to negotiate and express ideas logically across all audience levels.
A high-level of motivation and demonstrable ability to solve complex problems and deliver high quality solutions under tight timelines.
To submit your application, in strict confidence, please submit your resume in Word Format using the appropriate link quoting reference No. 214843. Should you require further information please email kristy.coulter@hudson.com

Your interest will be treated in the strictest of confidence."
22,22,"Job Description:
REQUIREMENT
Must Have strong PL/SQL knowledge
Must have experience about Customer’s stakeholder’s management
Experience with Hadoop Technology stack (HIVE) - Desirable
Experience with multiple architectures/data model patterns for data warehousing/analytics platforms, with an understanding of the pros and cons of each approach, especially as they apply to the strengths and weaknesses of different platforms (eg. HDFS vs Teradata)
Good to have knowledge in SQL Performance tuning
Must have experience in data projects
Job Type: Full-time
Salary: $110,000.00 – $140,000.00 per year
Schedule:
8 hour shift
Application Question(s):
Visa Status / Working Rights
Notice Period
Salary Exception
Personal Email
Experience:
Senior Data Technical Business Analyst: 5 years (Preferred)"
23,23,"Business Analyst
Grade: Clerk 7/8 (Salary $99,431 - $110,064 per annum + super)
Duration: Ongoing (A talent pool may be created for possible other opportunities)
Location: Gosford or Parramatta (Flexible)
Closing Date: Wednesday, 1 June 2022 (9:59am)
About the Team
The Application and Digital Development Team contributes to the planning, design, and creation of new digital solutions. Our team works on the amendment, verification and testing of new software. We also improve multimedia applications, web parts, and amend integration issues.
Our team is acknowledged for its completion of urgent ministerial projects. We are known to work at a rapid pace to deliver and transform solutions to meet legislative reforms. We leverage technology to improve business efficiencies and processes.
We work collaboratively with many teams across BRD and DCS to deliver our work, for example the successful implementation of the delivery of the Rental Assistance Support Package and Same Day Delivery of alcohol data collection. If you’d like to be part of a modern team creating tools that deliver positive change within the community, read on.
Key responsibilities

Identify and analyse business processes, systems and requirements to document and recommend improvements enhance business operations and performance
Assist in the development, facilitation, coordination and communication of initiatives and strategies applying best practice methodologies to ensure organisational consistency and improved business performance
Liaise with the internal customers and stakeholders to review and monitor effectiveness of tools, systems, methods, and standards to ensure consistency, Human Centred Design elements, customer insights and quality of outcomes
Provide technical support and advice on products and systems to users across multiple locations, platforms and technologies and help build internal capability
Key challenges

Ensuring business improvements and functionality is implemented whilst adhering to required timeframes for the delivery of change management and implementation plans
Negotiating and influencing stakeholders on organisational priorities and deliverables while establishing effective relationships to develop trust and ensure reliable and accurate information
Maintaining up to date knowledge of relevant operational issues, industry trends and opportunities given potentially competing priorities
Would you be successful in this role?

Are you experienced with digital projects and look at a system or process and immediately start to think about how you could make it more efficient or easier to use?
Are you a high-level thinker who enjoys solving problems with and for customers?
This role is in a fast-paced domain. As the successful candidate you must be able to prioritise workload and manage this accordingly. You must have a passion for innovation and delivering exceptional customer experiences
Do you have previous experience working in Agile and rapid development environments?
If you said yes to the above, we want to hear from you.
For enquiries regarding this position please contact Karla Reid on 02 4321 5834
Department of Customer Service (DCS) is transforming the way NSW Government agencies interact with customers. We are passionate about putting the customer at the centre of everything we do and adopting state of the art technologies to make government work better.
Better Regulation Division (BRD) works across a broad portfolio of functions and projects to deliver better regulation in NSW. These regulators include SafeWork NSW and NSW Fair Trading. These regulators are modern, innovative, and collaborative. They promote harm prevention by informing, educating, and engaging with communities and industries. NSW government strives to be the worlds’ most customer centric government.
How to Apply
Your application must include a cover letter of no more than 2 pages and an up-to-date resume (no more than 5 pages) that details your knowledge, skills, and experience in relation to the role description and outline above.
Please note that suitability assessments will be conducted for this role. This involves submitting your application for review, an interview, workplace assessment and reference checks.
A talent pool may be created from this recruitment action for future temporary or ongoing vacancies in roles with similar capability requirements.
About this role
Salary Grade 7/8, with the base salary for this role starting at $99,431 base plus superannuation

Based on our current Work, Health and Safety (WHS) requirements, and in line with our Mandatory Vaccination Policy, it is a condition of engagement for a role within Service NSW/Department of Customer Service that staff be fully vaccinated against COVID-19. Successful applicants will be required to provide proof of their COVID-19 vaccination status or have an approved medical contraindication certificate. Any relevant medical circumstances impacting on the ability to obtain a COVID-19 vaccination will be considered. These requirements apply to both internal and external preferred candidates and must be completed prior to commencing in the position. If you have a medical contraindication which may prevent you from complying with this requirement, please contact Bethany.Jones@customerservice.nsw.gov.au to discuss your circumstances.
Closing Date: Wednesday,1 June 2022 (9:59am)
Working at Department of Customer Service
The Department of Customer Service (DCS) is a great place to work! Our values of accountability, trust, service, and integrity drive our initiatives and culture. We support innovative programs in areas as broad as digital government, consumer protection and major public works. We are an inclusive organisation that celebrates diversity and flexible work practices and believe our people are our greatest asset.
Visit our Careers site to find out what it means to work for us.
Our Commitment to Diversity, Inclusion & Flexibility
We are committed to diversity, inclusion, and new ways of working.

The Department of Customer Service serves all the people of NSW and we want to reflect that diversity in our people. We welcome and encourage applications from people with disability, Aboriginal and Torres Strait Islander peoples, culturally and linguistically diverse groups, the LGBTIQA+ community, veterans, carers, refugees, people in regional NSW and people of all ages. We strive to be an inclusive workplace where all our people can bring their authentic selves to work without judgement.

We understand that there are different ways of getting the job done and offer flexible working arrangements where and when possible.

If you do require an adjustment during the recruitment process, please notify us on your application form or contact the recruiter via Bethany.Jones@customerservice.nsw.gov.au or ."
24,24,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors.

We implement information-driven strategies and systems that help grow, optimize and protect client organizations.

We go beyond strategy and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business analysts, data scientists, big data engineers, developers and consultants in the region.

We are seeking Spatial Analysts familiar with both ESRI Suite of Products and FME (Feature Manipulation Engine) at Senior Consultant level to join our EY Data and Analytics team in our Perth office. This role is offered on a flexible, full-time basis.

Your key responsibilities

Responsible for visualising, transforming, and analysing spatial data with ArcGIS Pro/Desktop, FME and open source software
Responsible for developing batch ingestion and data transformation routines using ETL tools (such as FME Desktop, FME Server, Alteryx etc) or other ingestion techniques
Present data in graphs, charts, tables, etc. and designing and developing relational databases for collecting data
Keep a track of trends, patterns and correlation in case of complex data sets

Skills and attributes for success

Experience with ESRI suite of products (ideally ArcGIS Pro and ArcGIS Online/Enterprise) and other open source GIS software (ideally 3+ years)
Configuration and coordination of FME and other data pipelines across projects
Data pipeline development, including FME Desktop & Server, Azure Data Factory, AWS Kinesis, Spark (ideally 3+ Years)
Data and Reporting Platform development on environments using technologies such as Microsoft Azure, SAP BW, Teradata, PowerBI or Cognos
A strong background in coding with possible experience with Python, JavaScript, SQL or R

Ideally, you’ll also have

Experience in engaging with both technical and non-technical stakeholders
Consulting experience and background, including engaging directly with clients
Experience in a delivery role on Spatial Analytics, Remote Sensing, Business Intelligence or Big Data projects
Exceptional communication, documentation and presentation skills

What we offer

A tech career @ EY means working with 40,000 fellow technologists who are creating cutting edge applications in blockchain, AI, cloud, analytics, robotics and cyber, harnessing tech to power the human enterprise and build a more equitable, sustainable world. We offer world class training and a free Tech MBA to all our people.

Globally at EY, we are committed to offer

Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs.

We hold a collective commitment to foster an environment where all differences are valued and respected, practices are equitable, and everyone experiences a sense of belonging. If you require any adjustments to the recruitment process in order to equitably participate, we encourage you to advise us at the time of application via contactrecruitment@au.ey.com or phone +61 3 8650 7788 (option 4).

The exceptional EY experience. It’s yours to build.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today.

The preferred applicant will be subject to employment screening by EY or by their external third party provider."
25,25,"Service Management Analyst
Customer Services & Technology Division
Adelaide Based, Full Time position
How will I help?
The Technology Service Desk is the voice of our internal customers and within the Service Enablement team you will be undertaking analysis, to producing insights and recommendations, that will insure there is continuous improvement of our service and increase our performance, having a real impact on our customers’ experience.
In this role you will work across two key areas: Shift Left and Automation Identification. Our Shift left strategy is to identify volume that is currently resolved by upper technical support teams that could be onboarded to be resolved within the Technology Service Desk. While Automation Identification would seek to identify instances of troubleshooting that could be transferred into a One-Click Automated Solution. The identification is the key piece here, you are not expected to also create the automation.
What will I do?
Liaise with stakeholders within the department and across Customer Services & Technology to understand situations and enable problems to be defined with clarity and precision, solicit requirements, and deliver actionable insights and recommendations
Contribute to the capability to determine insights, utilising a range of data sources, and recommendations for shift left and automation opportunities
Contribute to initiatives for Continuous Service Improvement
Perform trend analysis against agreed performance baselines
Contribute to the definition, review and enhancement of methods, tools, policies, and standards to meet the requirements for assigned area of responsibility
What’s in it for me?
Joining Westpac has many benefits besides building a long and stable career. You’ll be able to purchase leave to facilitate your dreams or obligations and you’ll be encouraged to participate in the community through paid volunteer leave and secondments. You’ll also be entitled to a suite of online learning, training modules and career planning tools to grow with us.
What do I need?
Essential:
Experience using predictive modelling to highlight insight and automation opportunities, highly desirable if this experience involves the use of Splunk
Experience applying machine learning techniques, statistical and data mining techniques (regression, statistical tests and proper usage, random forest, clustering, decision tree learning, deep learning text mining etc.) in solving real-life problems, preferably in ITSM domain
Ability to apply your skills and experience to a team early in their data journey.
Ability to work independently and collaboratively, as part of a team
Ability to communicate with confidence, care and genuine interest. Taking personal responsibility for delighting your customers and building their trust.
Ability to present information, analysis and technical constructs to both technical and non-technical audiences
Desired:
Ability to establish productive working relationships with the business and strategic partner colleagues
Completed or in-progress tertiary qualification in Business Intelligence / Data Analytics or similar discipline
Knowledge and experience working with data from ServiceNow
What is it like to work in Westpac?
We aim to provide one big, supportive team to help us reach our vision to become one of the world’s great service companies. Working with us you'll discover new ways of working, and an exciting range of roles to showcase your skills. As an equal opportunity employer, we’re proud to have created a culture where people can be their best, in an environment that values diversity and flexibility. And one where everyone belongs.
How do I Apply?
Start here. Just click on the APPLY button.
As part of our commitment to creating a diverse and inclusive workplace, this role is open to experienced candidates seeking a discussion around workplace flexibility. We invite candidates of all ages, people with a disability and Indigenous Australians to apply. The health and wellbeing of our employees is our top priority. We’ve developed clear standards to ensure our people are confident, safe and healthy whether they’re working from a Westpac Group site or working from home. These are based on expert medical advice and Safe Work Australia guidelines.
The Westpac Group has implemented an Entry to Workplace Policy that requires employees and others entering our workplaces to be fully vaccinated against COVID-19 by relevant dates set out in the policy (subject to applicable medical exemptions). Our employees are required to comply with the policy regardless of whether they are in customer-facing or non-customer-facing roles (as employees in non-customer-facing roles are required to attend the workplace under our Hybrid Working Strategy). Further, the Westpac Group is required to comply with State/Territory issued public health orders/directions which require relevant workers to be vaccinated against COVID-19 to enter workplaces.
By applying for this role, you acknowledge that you are aware of our Entry to Workplace Policy, and if you secure employment with us, you will be required to comply with the policy."
26,26,"Service Management Analyst
Customer Services & Technology Division
Adelaide Based, Full Time position
How will I help?
The Technology Service Desk is the voice of our internal customers and within the Service Enablement team you will be undertaking analysis, to producing insights and recommendations, that will insure there is continuous improvement of our service and increase our performance, having a real impact on our customers’ experience.
In this role you will work across two key areas: Shift Left and Automation Identification. Our Shift left strategy is to identify volume that is currently resolved by upper technical support teams that could be onboarded to be resolved within the Technology Service Desk. While Automation Identification would seek to identify instances of troubleshooting that could be transferred into a One-Click Automated Solution. The identification is the key piece here, you are not expected to also create the automation.
What will I do?
Liaise with stakeholders within the department and across Customer Services & Technology to understand situations and enable problems to be defined with clarity and precision, solicit requirements, and deliver actionable insights and recommendations
Contribute to the capability to determine insights, utilising a range of data sources, and recommendations for shift left and automation opportunities
Contribute to initiatives for Continuous Service Improvement
Perform trend analysis against agreed performance baselines
Contribute to the definition, review and enhancement of methods, tools, policies, and standards to meet the requirements for assigned area of responsibility
What’s in it for me?
Joining Westpac has many benefits besides building a long and stable career. You’ll be able to purchase leave to facilitate your dreams or obligations and you’ll be encouraged to participate in the community through paid volunteer leave and secondments. You’ll also be entitled to a suite of online learning, training modules and career planning tools to grow with us.
What do I need?
Essential:
Experience using predictive modelling to highlight insight and automation opportunities, highly desirable if this experience involves the use of Splunk
Experience applying machine learning techniques, statistical and data mining techniques (regression, statistical tests and proper usage, random forest, clustering, decision tree learning, deep learning text mining etc.) in solving real-life problems, preferably in ITSM domain
Ability to apply your skills and experience to a team early in their data journey.
Ability to work independently and collaboratively, as part of a team
Ability to communicate with confidence, care and genuine interest. Taking personal responsibility for delighting your customers and building their trust.
Ability to present information, analysis and technical constructs to both technical and non-technical audiences
Desired:
Ability to establish productive working relationships with the business and strategic partner colleagues
Completed or in-progress tertiary qualification in Business Intelligence / Data Analytics or similar discipline
Knowledge and experience working with data from ServiceNow
What is it like to work in Westpac?
We aim to provide one big, supportive team to help us reach our vision to become one of the world’s great service companies. Working with us you'll discover new ways of working, and an exciting range of roles to showcase your skills. As an equal opportunity employer, we’re proud to have created a culture where people can be their best, in an environment that values diversity and flexibility. And one where everyone belongs.
How do I Apply?
Start here. Just click on the APPLY button.
As part of our commitment to creating a diverse and inclusive workplace, this role is open to experienced candidates seeking a discussion around workplace flexibility. We invite candidates of all ages, people with a disability and Indigenous Australians to apply. The health and wellbeing of our employees is our top priority. We’ve developed clear standards to ensure our people are confident, safe and healthy whether they’re working from a Westpac Group site or working from home. These are based on expert medical advice and Safe Work Australia guidelines.
The Westpac Group has implemented an Entry to Workplace Policy that requires employees and others entering our workplaces to be fully vaccinated against COVID-19 by relevant dates set out in the policy (subject to applicable medical exemptions). Our employees are required to comply with the policy regardless of whether they are in customer-facing or non-customer-facing roles (as employees in non-customer-facing roles are required to attend the workplace under our Hybrid Working Strategy). Further, the Westpac Group is required to comply with State/Territory issued public health orders/directions which require relevant workers to be vaccinated against COVID-19 to enter workplaces.
By applying for this role, you acknowledge that you are aware of our Entry to Workplace Policy, and if you secure employment with us, you will be required to comply with the policy."
27,27,"Key Roles & Responsibilities:
· Work with business stakeholders to determine and document project high level business requirements (BRS) and obtain sign-off
· Work with business stakeholders and SME’s to elaborate requirements and obtain sign-off
· Set acceptance criteria for delivery cards
· Perform and own the data mapping activities
· Support business process design and system analysis
· Support Tech Lead as required on data modelling activities
· Transfer business knowledge to delivery and support teams
· Support Delivery Owner in prioritisation
· Support Developers / Testers / Analysts in delivery and support business stakeholders in UAT
Key Accountabilities:
· Support process of Business context and Requirements gathering
· Undertake technical analysis; define and document business logic; mapping and governance and success criteria
· Attend and contribute to agile ceremonies – Iteration Planning/Stand-up meetings/Retrospectives/Showcases
· Facilitate elaborations sessions; attend and facilitate other workshops as necessary
· Support development and testing team in understanding of requirements
· Contribute to Knowledge Transfer as required during and after delivery of project
· Perform other duties as necessary during delivery of project and as assigned by Project/Iteration manager
· Work collaboratively maintaining ongoing dialogue and relationships with Stakeholders as part of continued solution development and support.
Internal Relationships
· Develop and maintain positive working relationships with business customers.
· Work collaboratively with solution design peers and other technical peers.
· Work collaboratively with other internal areas (other parts of IT) as required.
External Relationships
· Work with external partners/vendors as required
Key Qualifications: (indicate whether mandatory or desired)
· Tertiary qualifications in IT, Business or associated field (Desired)
Key Experience: (minimum type and level of experience required to perform the role)
· Minimum 5 years’ experience in a business/system analyst role (Mandatory)
· Project lifecycle experience (mandatory)
· Track record of working in a fast-paced collaborative cross-functional environment (desired)
· Proficiency in working with distributed teams (desired)
Key Capabilities/Technical Competencies (skills, knowledge, technical or specialist capabilities)
· Ability to analyse customer requirements and provide innovative solutions or alternatives to meet those requirements.
· Strong SQL, Data Analysis and Data Profiling skills
· Familiarity with Data Modelling and Data Warehouse concepts
· A disciplined approach to planning, implementation and project execution
· Excellent presentation and communication skills
· Sound change management skills
· Ability for both ‘technical speak’ and ‘business speak’ and able to translate one to another.
· Business acumen and industry knowledge with a strong understanding of business processes and products
· Knowledge of Business Process Modelling and associated tools.
· Knowledge of a variety of database platforms, e.g. Netezza, Oracle, DB2, etc
· Knowledge of applications support and development
· Ability to cope with pressure, prioritise workloads and meet agreed timeframes
· Good knowledge of Insurance domain (Desired)
· Experience with Cloud applications (Desired)
Job Type: Full-time
Salary: $70,000.00 – $100,000.00 per year
Schedule:
8 hour shift
Experience:
Business Analyst: 5 years (Preferred)"
28,28,"Are you a data entry professional and up for a new challenge? Are you a motivated and enthusiastic individual who is ready to grow their skills? If you said yes to both, you should consider joining us at Canstar!

A rare opportunity has opened up with the Canstar Product Data team and we are looking for a Data Analyst to join us! As a Data Analyst, you are tasked with maintaining, updating and quality controlling the Canstar database which is used by the majority of Australia’s major financial institutions in both the banking, wealth, insurance, telco and energy sectors.

Who is Canstar

Canstar is a leading research agency and Australia’s biggest financial comparison site, comparing more brands than any other. Our purpose is to simplify the world of finance and help consumers confidently find the right product for them. We’ve been working hard on this for some time. In fact, we were one of the original comparison services in Australia having started up in 1992 as a privately-owned financial research agency. Today, we are one of Australia’s fastest growing digital businesses, with 1 in 6 Australians visiting our site each year, and 2 in 3 people recognising the Canstar logo.

We employ more than 150 staff with a diverse range of educational and professional backgrounds. We take pride in the cultural and gender diversity of our staff and our ability to offer our people the opportunity to grow and develop their skills as the company grows too.

What Canstar offers

Supportive and flexible working environment
Birthday leave
Free breakfast and fresh fruit
Employee Assistance Program
Health & wellbeing program of benefits
Fun social club and company culture
Training and development opportunities in areas that matter to you
What you will be doing

Maintaining and updating the Canstar database in accordance with assigned product areas within Wealth
Evaluating procedures and policies in regards to the CANSTAR database, with responsibility for maintaining product sectors
Assisting Research Analysts with ensuring databases sufficiently capture market changes and suggest improvements
Contributing actively in all Star Ratings meetings and actions, including instigating and chasing Star Ratings audits to meet deadlines
What you need to bring to the role

Experience within a data entry role
Exceptional attention to detail and a common-sense approach
Solid experience using Microsoft Excel
Experience utilising G Suite/Google Workspace
Ability to work both closely with others and independently as required
Strong interpersonal skills to build both internal and external relationships
What will give you the extra edge

Sound knowledge of Banking, General Insurance, Energy and/or Telco products
Basic SQL knowledge
Ability to adapt to a constantly changing market
How Can You Join The Team

If this sounds like you, and you are up for a fresh challenge with a great company, apply now!

Recruitment Agencies: We politely ask that you refrain from contacting our People & Culture team or hiring managers directly. Canstar does not accept any unsolicited referrals from recruitment or job placement agencies.Supportive and flexible working environment, Health & wellbeing program of benefits, Training and development opportunities in areas that matter to you"
29,29,"About Us
Optus, a wholly owned subsidiary of Singapore Telecommunications (SingTel) is an Australian leader in integrated telecommunications, delivering cutting-edge communications, information technology and entertainment services. Optus’ vision is to be Australia’s most loved everyday brand with lasting customer relationships, and we’ll achieve this by creating Unique customer connections and by being Digital everywhere, delivered by our Amazing people.


About Living Networks
We are bringing you a whole new level of connectivity – it’s connectivity your way. The Optus Living Network adapts and transforms telecommunications from a set and forget service in the background into a real experience – YOUR experience – that comes alive when and how you want it to. At Optus, customers are the centre of our world – and we want to rock our customers’ worlds. So, we developed a plan to create a network that could bring people closer together, simplify life’s complexities or amp up more of what you love. The Optus Living Network sets the new bar for what telecommunications should be by putting you in command of your connectivity. We’ve tested if giving customer more control over connectivity resonates. We have already introduced some of the Optus Living Network’s early features: Donate your Data, a new way to do good with unused data; Unlimited Data Days, a way to access 24 hours’ of data ‘off the metre’; Game Path, a service that reduces lag and jitter for gamers; and Optus Pause, a unique way to simultaneously pause any or all devices in your household for some quality, tech-free time.


About the Role
The Digital Data Analyst within the Digital Hub is a critical role in the Digital Analytics Chapter within the Tribes within Consumer. The Digital Tribes have been established to allow the rapid development and launch of Optus Digital assets covering all aspects of Optus Digital interactions with customers. The Data Analyst will be a strong proactive contributor to the delivery of squad OKR’s, looking not just at delivery of existing initiatives but also the identification and delivery of new opportunities across all Digital assets. You will engage and collaborate with their key Business Unit stakeholders to understand the key business problems to be solved and the key business metrics they need to impact through business analysis and intelligence, supporting the translation of requirements into analytical tasks. The effective interpretation of business trends, customer behaviours and market dynamics are critical to the success of the company. In order to make these recommendations, the Data Analyst must be proficient in a variety of analytical techniques including data, statistical and commercial analysis as well as be comfortable with digital tracking implementation across different digital assets. The Data Analyst must be able to work with a number of stakeholders through the end-to-end business analysis process from requirements gathering to problem articulation and delivering recommendations back to the business.


Responsibilities will include:
Writing and developing tracking specifications for web and app tracking implementation
Testing web and app tracking implementation against specification and business requirements
Querying customer data, performing analyses, and presenting findings in a clear and understandable language
Building data visualisation dashboards for product reporting and insights
Performing data, statistical and commercial analysis to understand how customer behaviour, product changes and market dynamics impact the Consumer business
Developing recommendations with a clearly articulated, structured argument
Delivering findings back to stakeholders to drive well-informed decision-making
Contributing to the overall chapter delivery of business insights and recommendations to delivery against the Digital Tribe objectives


About You
We are looking for the following skills, experience and attributes:
Tertiary qualifications in a quantitative field (e.g. Mathematics, Computer Science, Finance, Engineering, Statistics)
SQL &/or R Programming skills
Data presentation skills using Tableau/Microsoft Power BI or other data visualisation tool
Excellent communication and presentation skills
Demonstrated analytical skills developed from experience in similar roles
Must be a proactive self-starter, with the ability to use a high level of initiative"
30,30,"Company Description

Introducing Atomic 212°
Atomic 212° is Australia’s largest independent media agency, with a mission to make marketing Smarter, Faster and Accountable (SFA). Born as a specialist performance media agency and now servicing a full range of integrated marketing solutions, from media to creative, data and technology. Atomic 212° is unique in its performance DNA. We apply this same mindset to every channel to deliver measurable business results.
Join the Atomic 212° Team
Atomic 212° is a place to grow and progress. We seek motivators, leaders and collaborators. We are focused on attracting and retaining those who best encapsulate and align with our unique proposition - Smarter, Faster and Accountable.
We invest in training, technology and innovation in the face of the evolving media landscape. Our teams are integrated and made up of multidisciplinary skill sets. We provide the support to evolve into new territories.
People
We seek those who are passionate, humble and dynamic. People who thrive on big dreams and imagination. Our culture is diverse and fun, underpinned by a world-class team. We embrace values characterised by integrity.
Development
Our personal development program aligns goals to smarter, faster, accountable principles. We invest heavily in learning, career progression and mentorship. We are focused on attracting and retaining the very best. Above all else, we want to ensure you are supported, challenged and happy.
Growth
We have built incredible momentum with over 120 team members nationally and locations across Sydney, Melbourne, Darwin and Brisbane. We are always growing and have a strong client base across tourism, automotive, energy, insurance, retail and more.
Who will you work with?
You will join an agency that values a point of view. Day to day, you will work with all relevant media stakeholders to deliver exceptional campaign planning and results. This role also closely collaborates with specialist media, technology and digital partners.
Our team is all about results and accountability. With industry-leading capabilities across paid search, social and display the team is focused on boosting the performance of client content and amplifying campaigns to maximise business results.


Job Description

Who are we looking for?
An aspiring Data & Analytics graduate who is seeking a dynamic role within an analytical and technical team in a performance agency environment. You will need to have an understanding of internet technology & trends; be able to perform data analysis on web marketing data sets and have an eagerness & aptitude towards technical solutions.
Training will be provided based on knowledge gaps and your existing skill set.

What will your day look like?

Create dashboards, reports and automated reports using Google Sheets and Data Studio and similar tools
Provide actionable Insights & Analysis from generated reports
Assist the Data and Analytics Manager/Director in the preparation of client proposals and delivery of consulting services to meet and surpass client requirements.
Take pride in all work delivered and ensure the presentation and design is impeccable and consistent with Atomic 212° brand guidelines.
Complete Google Analytics Individual Qualification in the first month.
TECHNICAL REQUIREMENTS
Able to troubleshoot Google Sheets formulas
Hands on experience with Tableau/Data Studio or other visualisation tools (is desirable)
Aptitude to learn coding languages Javascript, Big Query/SQL and Python.


Additional Information

For more information visit Atomic 212°
Please apply with a cover letter and CV to Valeriya Kamenetskaya, People and Culture Manager, outlining why you would like to work with Atomic 212° and what skills you can bring to the agency and this role.
Salary for this position is $47.5K inclusive of super which increases to $50K inclusive of super on completion of probation (3 months)."
